ImageId,EncodedPixels
393_5823_RGB_2020_02_05, 129128 2 129640 2 130152 2 130664 2 131176 2 131688 2 132200 2 132712 2 133224 2 133736 2 134248 2 134760 2 135272 2 135784 2 136296 2 136808 2 137320 2 137832 2 138344 2 138856 2 139368 2 139881 1 140392 2
393_5823_RGB_2020_02_05, 48155 1 48158 1 48161 1 48168 2 48664 1 48666 2 48670 1 48673 2 48676 2 48680 2 49176 1 49178 2 49181 3 49185 2 49188 7 49688 19 50200 19 50711 20 51223 20 51736 19 52248 1 52253 3 52257 2 52260 6 52766 1 52769 1 52772 2 52776 2 53278 1 53281 1 53284 2 53288 2 53790 2 53793 2 53796 6 54301 14 54808 1 54811 1 54813 14 55325 14 55837 14 56349 14 56861 13 57373 3 57377 2 57380 6 57885 6 57892 6 58397 14 58910 13 59422 13 59933 14 60440 1 60445 14 60957 14 61470 2 61473 1 61476 2 61479 3 61989 1 61992 1 62500 2 62503 2 63006 1 63009 1 63012 6 63512 1 63523 8 64035 8 64547 8 65059 8 65571 8 66078 1 66084 6 66590 1 66596 2 66599 2 67108 2 67111 3 67619 7 68126 1 68131 8 68643 8 69155 8 69662 1 69667 8 70179 8 70692 2 70695 3 71198 1 71204 2 71207 2 71716 2 71719 3 72227 7 72734 1 72739 8 73251 8 73763 8 74270 1 74275 8 74787 8 75300 2 75303 3 75806 1 75812 2 75815 3 76324 6 76835 8 77342 1 77347 8 77859 8 78371 8 78878 1 78883 8 79395 7 79908 6 80414 1 80417 1 80420 2 80423 3 80932 6 81443 1 81445 2 81448 2 81950 1 81953 1 82979 1 82985 1 83485 4 83997 4 84509 3 84513 1 85021 3 85533 4 86040 1 86043 1 86045 5 86051 1 86557 4 87069 4 87581 5 87587 1 88093 4 88603 1 88605 4 89115 1 89117 3 89121 1 89629 3 90140 1 90142 3 90647 1 90650 1 90652 6 90659 1 91159 10 91671 10 92183 11 92195 1 92695 2 92698 7 93208 1 93210 7 93720 1 93722 6 93729 1 94232 1 94234 6 94744 1 94746 7 94755 1 95255 11 95267 1 95767 10 96279 10 96291 1 96791 10 96803 1 97303 2 97306 7 97816 1 97818 6 98328 1 98330 2 98334 1 98840 1 98842 6 99352 1 99354 5 99360 1 99363 1 99369 1 99863 2 99866 2 100375 5 100887 5 101399 2 101402 2 101911 2 101914 3 101918 1 101920 1 102423 2 102426 2 102936 1 102938 2 102942 1 103448 1 103450 2 103959 2 103962 2 104471 2 104474 3 104478 1 104480 1 104483 1 104486 1 104983 5 105495 6 105502 1 105504 1 105507 1 105510 1 106008 1 106010 2 106520 1 106522 2 107034 2 107038 1 107546 2 108058 2 108062 1 108568 4 109079 5 109591 5 110103 4 110617 1 110624 1 110627 1 110630 1
393_5823_RGB_2020_02_05, 108131 2 108643 2 109155 2 109667 2 110179 2 110691 2 111203 2 111715 2 112227 2 112739 2 113251 2 113763 2 114275 2 114787 2 115299 2 115811 2 116323 2 116835 2 117347 2 117859 2 118371 2 118883 2
393_5823_RGB_2020_02_05, 118870 2 118873 1 119382 1 119894 2 120407 1 120409 1 121431 1 121942 2 121945 1 122454 1 122966 2 123479 1 124503 1
393_5823_RGB_2020_02_05, 99329 1 100353 1 100865 1 101377 1 101889 1 102401 1 102913 1 103425 1 103937 1 110593 1 111105 1 111617 1 112129 1 113153 1 113665 1 114689 1 115201 1 115713 1 116225 1 117761 1
393_5823_RGB_2020_02_05, 141392 5 141399 1 141906 1 142416 3 142928 3 143952 3 144976 5 144983 1 144987 1 145488 3 146000 1 146002 3 146007 2 146010 2 146512 3 147029 8 147536 13 148051 10 148560 13 149072 5 149078 7 149584 1 149586 3 149592 5 150096 5 150104 5 150616 5 151120 5 151128 5 151635 2 151640 5 152144 5 152152 5 152656 5 152664 5 153168 1 153170 3 153176 5 153680 5 153688 5 154195 2 154200 5 154704 5 154712 5 155217 4 155224 5 155728 5 155735 6 156240 5 156248 5 156759 6 157264 5 157272 4
393_5823_RGB_2020_02_05, 198810 1 199322 3 199834 3 200346 3 200858 3 201370 3 201882 3 202394 3 202906 3 203418 3 203930 3 204442 3 204954 2 205466 3 205978 2 206490 3 207002 3 207514 3 208026 3 208538 2 209050 3 209562 3 210074 3 210586 3 211098 3 211610 3 212122 2 212634 3 213146 2 213658 3 214170 3 214682 2 215194 3
393_5823_RGB_2020_02_05, 34 1 546 4 551 1 556 6 1058 2 1061 1 1063 1 1068 6 1581 3 2093 5 2605 5 3116 6 3619 1 3628 6 4140 4 4652 6 5164 6 5676 4 6188 6 6700 4 7212 6 7725 5 8237 2 8241 1 8749 5 9260 6 9767 1 9772 6 10284 6 10797 5 11309 5 11820 6 12327 1 12332 4 12337 1 12834 2 12837 1 12839 1 12842 1 12844 6 13356 6 13869 5 14381 5 14892 4 15394 1 15397 1 15399 1 15404 6 15906 2 15909 1 15911 1 15916 6 16429 2 16942 3 17454 2 18466 2 18469 1 18471 1
393_5823_RGB_2020_02_05, 132677 1 132682 1 133189 1 137285 1 137797 1
393_5823_RGB_2020_02_05, 69192 3 69704 3 70214 5 70726 5 71238 5 71743 3 71750 5 72264 3 72777 2 73288 3 73798 5 74310 5 74822 5 75334 5 75846 5 76359 4 76871 4 77382 5 77894 5 78406 5 78918 5 79431 4 79944 3 80456 3 80966 5 81478 5 81990 5 82502 5 83007 1 83014 5 83528 3 84039 4 84550 5 85062 3 85574 3 86086 3 86598 3 87112 3 87623 4 88134 5 88649 1 91209 1 91721 2 92232 3 94274 1 95305 2 95817 2 96329 2 97349 1 97352 1 98885 4 99397 4 99909 3 99913 1 100423 1 101959 1
393_5823_RGB_2020_02_05, 99912 1 99914 1 100421 2 100424 3 100914 1 100917 2 100933 4 101429 1 101445 4 101941 1 101957 2 101960 1 102450 5 102469 4 102961 5 102981 4 103474 4 103493 2 103497 2 103987 1 103989 2 104005 1 104010 1 104497 5 105010 4 105521 3 105525 2 106035 1 106037 1 106546 4 107057 6 107570 2 107573 1 108081 1 108083 1 108085 1 108594 5 109106 4 109619 1 109621 1 110130 2 110133 2 110641 5 111154 4 111667 1 111669 1 112178 2 112181 1 112690 4 113201 7 113213 2 113715 1 113717 1 114225 5 114737 13 115249 1 115251 1 115253 9 115763 1 115765 1 115767 7 116273 13 116785 13 117299 1 117301 1 117303 7 117811 1 117813 1 117815 8 118321 14 118339 2 118833 14 119347 1 119349 1 119351 8 119857 3 119861 9 120369 13 120881 13 121394 2 121397 1 121399 7 121905 13 122417 13 122929 14 122947 2 123441 1 123443 1 123445 1 123447 8 123460 1 123953 14 124465 13 124977 1 124979 1 124981 9 125493 1 125495 1 125497 1 125499 3 126001 13 126514 1 126516 10
393_5823_RGB_2020_02_05, 130656 2 130661 1 131166 8 131678 8 132190 8 132702 8 133214 1 133216 6 133726 8 134238 8 134750 8 135262 8 135776 6 136286 8 136800 6 137310 8 137822 8 138334 8 138846 8 139360 3 139364 2 139870 8 140382 8 140894 8 141406 8 141920 2 141924 2 142430 8 142942 3 142948 2 143454 3 143460 2 143966 3 143972 2 144478 1 144480 1 144484 2 144990 3 144995 3 145504 1 145508 2 146014 3 146020 2 146527 2 146532 2 147040 1 147044 2 147550 3 147554 4
393_5823_RGB_2020_02_05, 83531 1 83535 1 83539 1 84043 2 84046 2 84050 2 84555 2 84558 3 84562 2 85065 11 85577 11 86089 11 86601 11 87115 9 87627 2 87630 2 87634 2 88139 2 88142 3 88146 2 88650 10 89161 11 89673 11 90185 11 90697 11 91210 10 91723 9 92235 9 92745 11 93257 11 93769 11 94281 11 94793 11 95307 2 95310 6 95819 2 95822 3 95826 2 96331 2 96334 6 96841 11 97353 11 97865 11 98377 11 98889 11 99401 11 99915 2 99918 6 100427 9 100937 11 101449 11 101961 11 102473 11 102985 8 102994 1 103499 5 104011 2 104014 3 104523 1 104526 2 105038 3 105550 2 106062 3 106066 1 106574 2 107086 3 107090 1 107598 3 108110 3 108114 1 108619 1 108622 3 109133 4 109646 3 110158 3 110670 3 111182 3 111694 3 111698 1 112206 2 112718 3 112722 1 113230 2 113742 3 113746 1 114254 2 114766 3 114770 1 115278 2 115790 3 115794 1 116302 2 116814 3 116818 2 117326 6 117838 6 118347 2 118350 6 118859 1 118862 6 119374 6 119886 3 119890 2 120398 3 120402 2 120910 6 121422 6 121934 6 122446 6 122958 6 123470 6 123982 6 124494 6 125006 6 125518 6 126030 6 126542 6 127054 6 127566 6 128075 1 128077 7 128590 6 129102 6 129614 6 130126 6 130638 6 131150 6 131662 6 132174 3 132178 1 132683 2 132686 3 132690 2 133195 1 133198 5 133710 6 134222 5 134734 5 135246 5 135758 3 135762 1 136271 1 136274 2 136783 1 136786 1 137291 1 137294 3 137298 2 137803 8 138315 1 138318 5 138830 5 139342 1 139344 2
393_5823_RGB_2020_02_05, 40963 1 40965 7 41475 1 41477 8 41989 8 41998 2 42501 3 42511 1 43009 1 43013 11 43521 1 43523 1 43525 11 44035 1 44037 5 44046 2 44549 11 45061 11 45573 6 45581 3 46085 5 46094 2 46597 11 47109 11 47621 4 47631 1 48133 11 48641 1 48645 11 49155 1 49157 6 49165 3 49669 6 49677 3 50181 11 50693 11 51205 5 51214 2 51713 1 51715 1 51717 11 52225 1 52227 1 52229 5 52235 1 52237 1 52239 1 52741 1 53253 1 53765 1 54275 1 54277 1 54787 1 54789 2 54792 2 54799 1 55297 1 55299 1 55301 2 55304 2 55307 1 55309 1 55311 1 55813 2 56325 1 56837 1 57345 1 57347 1 57349 2 57352 1 57355 1 57357 1 57859 1 57861 2 57864 8 58373 1 59907 1 59909 2 60417 1 60419 1 60421 5 60427 1 60429 1 60431 1 60929 1 60931 1 60933 2 60936 2 60939 1 60941 1 60943 1 61445 1 62465 1 62467 1 62469 1 62979 1 62981 2 62984 2 63491 1 63493 2 64005 2 64008 1
393_5823_RGB_2020_02_05, 69121 1 74241 1 77313 1 90113 1 95233 1 96257 1
393_5823_RGB_2020_02_05, 108120 1 108122 1 108632 3 109143 4 109656 1 109658 1 110167 4 110679 4 111192 3 111703 4 112215 4 112728 1 112730 1 113239 4 113751 4 114264 1 114266 1 114775 4 115287 4 115800 1 115802 1 116311 4 116824 3 117336 1 117338 1 117847 4 118360 3 118872 1 118874 1 119383 4 119896 3 120408 1 120410 1 120919 4 121432 3 121944 1 121946 1 122455 4 122968 3 123480 3 123991 4 124504 3 125016 3 125527 4 126040 1 126042 1 126552 1 126554 1 127063 4 127576 1 127578 1 128087 4 128599 3
393_5823_RGB_2020_02_05, 143472 2 143984 3 144496 3 145008 3 145520 3 146032 3 146544 3 147056 3 147568 3 148080 3 148592 3 149104 3 149616 3 150128 3 150640 3 151152 3 151664 3 152176 3 152688 3 153200 3 153712 3
393_5823_RGB_2020_02_05, 99467 2 99979 2 100491 2 101003 2 101515 2 102027 2 102539 2 103051 2 103563 2 104075 2 104587 2 105099 2 105611 2 106123 2 106635 2 107147 2 107659 2 108171 2 108683 2 109195 2 109707 2 110219 2 110731 2 111243 2 111755 2 112267 2 112779 2 113291 2 113803 2 114315 2 114827 2 115339 2 115851 2 116363 2 116875 2 117387 2 117899 2 118411 2 118923 2 119435 2 119947 2 120971 2 121483 2 121995 2 122507 2 123019 2 123531 2 124043 2 124555 2 125067 2 125579 2 126091 2 126603 2 127115 2 127627 2 128139 2 128651 2 129163 2 129675 2 130187 2 130699 2 131211 2 131723 2 132235 2 132747 2 133259 2 133771 2 134283 2 134795 2 135307 2 135819 2 136331 2 136843 2 137355 2 137867 2 138379 2 138892 1 139403 2 139915 2 140427 2 140939 2
393_5823_RGB_2020_02_05, 38990 1 39502 2 40014 3 40526 3 41038 3 41550 3 42574 3 43086 3 43598 3 44110 3 44622 3 45134 2 45646 3 46158 3 46670 3 47182 3 47694 3 48718 3 49230 3 49742 3 50254 3 50766 3 51278 1 51790 3 52302 3 52814 3 53326 3 53838 3 54350 1 54862 3 55374 3 55886 3 56398 3 56910 3 57422 1 57934 3 58446 3 58958 3 59470 3 59982 3 60494 1 61006 3 61518 3 62030 3 62542 3 63054 3 63566 1 64078 3 64590 3 65102 3 65614 3 66126 2 66638 1 67150 2 67662 3 68174 3 68686 3 69198 3 69710 1 70222 3 70734 3 71246 3 71758 3 72270 2 73294 2 73806 3 74318 3 74830 3 75342 2 75854 1 76366 2 76878 3 77390 3 77902 3 78414 1 79438 1 79950 3 80462 3 80974 3
393_5823_RGB_2020_02_05, 111727 3 112239 3 112751 3 113263 1 113265 1 113775 1 113777 1 114287 3 114799 3 115311 3 115822 4 116334 4 116846 4 117358 4 117870 4 118383 3 118894 4
393_5823_RGB_2020_02_05, 80897 1 84993 1 85505 1 86017 1 87041 1 88065 1 89089 1 91137 1 92161 1 93185 1 94209 1
393_5823_RGB_2020_02_05, 68201 1 68713 3 69225 3 69737 2 70249 3 70761 3 71273 3 71785 3 72297 1 72809 3 73321 3 73833 3 74345 3 74857 1 75369 3 75881 3 76393 3 76905 3 77417 2 77929 3 78441 3 78953 2 79465 3 79977 2 80489 3 81001 3 81513 2 82025 3 82537 3 83049 3 83561 3 84073 1 84585 3 85097 3 85609 2 86121 3
393_5823_RGB_2020_02_05, 587 1 1093 7 1605 7 2117 7 2629 7 3141 1 3143 5 3653 7 4165 7 4677 7 5189 7 5701 7 6213 7 6725 7 7237 7 7749 7 8261 7 8773 7 9285 7 9797 7 10309 7 10821 7 11333 7 11845 7 12357 7 12869 7 13381 7 13893 7 14405 7 14917 7 15429 7 15941 7 16453 7 16965 7 17477 7 17989 7 18501 1 18507 1 19013 7 19525 7 20037 7 20550 6 21066 2 21574 6 22086 6 22598 6 23110 6 23623 5 24134 6 24646 6 25158 6 25670 6 26182 6 26694 6 27206 6 27718 6 28230 6 28747 1 29254 6 29766 6 30278 6 30790 6 31814 6 32326 6 32838 6 33350 1 33354 2 34374 6 34886 6 35398 5
393_5823_RGB_2020_02_05, 80503 1 81015 1 81527 1 82039 1 83063 1 83575 1 84087 1 84599 1 85111 1 85623 1 86135 1 86647 1 87159 1 87671 1 88183 1 88695 1 89207 1 89719 1 90231 1 90743 1 91255 1 91767 1 92279 1 92791 1 93303 1 93815 1 94327 1 94839 1 95351 1 95863 1 96375 1 96887 1 97399 1 97911 1 98423 1 99447 1 99959 1 100471 1 100983 1 102007 1 102519 1 103031 1 103543 1 104055 1 104567 1 105079 1 106615 1 107127 1 107639 1 108151 1 108663 1
393_5823_RGB_2020_02_05, 136337 1 136339 1 136849 3 137360 4 137872 4 138385 1 138387 1 138897 3 139408 4 139921 3 140433 1 140435 1 140945 3 141456 4 141969 3 142481 1 142483 1 142992 4 143504 4 144016 4 144528 2 144531 1 145041 3 145552 4
393_5823_RGB_2020_02_05, 134780 2 135292 3 135804 3 136316 3 136828 3 137340 3 137852 3 138364 3 138876 3 139388 3 139900 3 140412 3 140924 3 141436 3 141948 2 142460 3 142972 3 143484 3 143996 3 144508 3 145020 3 145532 3
393_5823_RGB_2020_02_05, 103495 2 104006 4 104013 1 104517 6 104524 2 105029 9 105538 1 105541 9 106053 9 106565 9 107073 2 107077 9 107589 9 108101 9 108609 1 108613 6 108620 1 109125 8 109637 9 110142 5 110149 9 110661 9 111173 9 111678 16 112197 9 112709 9 113215 15 113732 10 114244 10 114750 16 115262 16 115774 16 116286 16 116798 16 117310 16 117823 15 118335 4 118341 6 118349 1 118847 12 118860 2 119359 15 119870 16 120382 16 120894 16 121406 16 121918 16 122430 16 122943 4 122949 9 123455 4 123461 9 123967 15 124478 16 124990 16 125502 16 126014 16 126526 16 127038 16 127551 4 127557 9 128063 4 128069 6 128076 1 128575 5 128581 9 129086 16 129598 16 130110 16 130622 16 131134 16 131646 16 132158 5 132165 9 132671 3 132678 4 133183 3 133190 5 133196 2 133694 5 133701 9 134206 16 134718 16 135230 16 135742 16 136254 16 136766 5 136773 9 137279 3 137286 5 137292 2 137791 3 137798 5 138303 4 138309 6 138316 2 138814 16 139326 16 139838 16 140350 16 140862 16 141374 16 141886 5 141893 9 142399 4 142405 2 142413 1 142911 4 142917 2 142921 1 142925 1 143422 9 143437 1 143934 9 143949 1 144446 9 144461 1 144958 9 144973 1 145470 9 145485 1 145982 9 145997 1 146494 9 146509 1 147006 5 147013 2 147021 1 147519 4 147525 2 148030 5 148036 3 148542 9 149054 9 149566 9 150078 9 150590 12 151102 12 151614 12 152127 14 152638 16 153150 16 153662 16 154174 16 154686 16 155198 16 155710 16 156222 16 156735 5 156741 9 157247 4 157253 9 157758 16 158270 16 158782 16 159294 16 159806 16 160318 16 160830 4 160841 5 161343 3 161353 3 161357 1 161855 3 161865 1 162367 3 162377 2 162878 4 162889 2 163390 4 163401 4 163902 4 163913 4 164414 4 164425 4 164926 4 164937 4 165439 3 165449 2 165951 3 165961 2 166464 2 166473 1 166976 2 166985 1 167487 3 167497 2 167998 4 168009 3 168510 15 169022 15 169534 15 170051 2
393_5823_RGB_2020_02_05, 212630 3 213142 3 213654 3 214166 3 214678 3 215190 3 215702 3 216214 3 216726 3 217238 3 217750 3 218262 3 218774 3 219286 3
393_5823_RGB_2020_02_05, 98928 1 98930 1 99440 3 99951 4 100464 1 100466 1 100975 4 101488 1 101490 1 102000 1 102002 1 102511 4 103024 1 103026 1 103536 1 103538 1 104047 4 104560 1 104562 1 105071 4 105583 4 106096 1 106098 1 106607 4 107120 3 107632 1 107634 1 108143 4 108656 1 108658 1 109168 1 109170 1 109679 4
393_5823_RGB_2020_02_05, 61469 1 61474 1 61982 5 62493 6 63005 1 63007 2 63010 1 63517 6 64029 6 64541 6 65053 6 65565 6 66077 1 66079 4 66589 1 66591 4 67101 6 67613 6 68125 1 68127 4 68637 6 69149 6 69661 1 69663 4 70173 6 70685 6 71197 1 71199 4 71709 6 72221 6 72733 1 72735 4 73245 6 73757 6 74269 1 74271 4 74781 6 75293 6 75805 1 75807 4 76317 6 76829 6 77341 1 77343 4 77853 6 78365 6 78879 4 79389 6 79901 6 80413 1 80415 1 80418 1 80925 6 81437 6 81949 1 81951 2 82461 5 82973 5
393_5823_RGB_2020_02_05, 40962 1 40964 1 41473 2 41476 1 41985 4 42497 4 43010 3 43522 1 43524 1 44034 1 44036 1 44546 3 45057 4 45569 4 46081 4 46593 4 47105 4 47617 4 48129 4 48642 3 49154 1 49156 1 49666 3 50177 4 50689 4 51202 3 51714 1 51716 1 52226 1 52228 1 52738 3 53249 4 53761 4 54274 1 54276 1 54786 1 54788 1 55298 1 55300 1 55809 4 56321 4 56834 3 57346 1 57348 1 57858 1 57860 1 58370 3 58881 4 59393 4 59906 1 59908 1 60418 1 60420 1 60930 1 60932 1 61441 4 61953 4 62466 1 62468 1 62978 1 62980 1 63490 1 63492 1 64002 3 64514 3 65026 3 65538 1 65540 1 66050 1 66052 1 66562 1 66564 1 67074 3 67586 3 68098 1 68100 1 68610 1 68612 1 69122 1 69124 1 69634 3 70146 3 70658 3 71170 1 71172 1 71682 1 71684 1 72194 1 72196 1 72706 3 73218 3 73730 1 73732 1 74242 1 74244 1 74754 1 74756 1 75266 3 75777 4 76290 1 76292 1 76802 1 76804 1 77314 1 77316 1 77826 1 77828 1 78338 3
393_5823_RGB_2020_02_05, 147533 3 148045 3 148557 3 149069 3 149581 3 150093 3 150602 6 151114 6 151626 6 152141 1
393_5823_RGB_2020_02_05, 20548 2 21052 3 21056 6 21562 12 22074 1 22076 10 22588 10 23100 10 23612 10 24124 10 24636 10 25148 10 25660 10 26172 1 26177 1 26179 3 26684 10 27196 10 27708 10 28220 10 28732 10 29244 10 29756 10 30268 10 30778 1 30780 10 31290 12 31802 12 32314 1 32316 10 32828 10 33340 10 33852 10 34364 10 34876 10 35388 10 35898 12 36410 12 36922 12 37444 2 37956 2 38460 10 38972 10 39484 10 39996 10 40508 10 41018 12 41530 12 42042 12 42556 10 43068 10 43580 5 43586 4 44092 10 44604 10 45116 10 45628 10 46138 12 46650 12 47162 12 47676 10 48188 10 48700 10 49212 10 49724 10 50236 10 50748 10 51258 12 51770 12 52282 12 52796 10 53308 10 53820 10 54332 5 54338 4 54852 2 55356 10 55868 10 56378 12 56890 12 57402 12 57916 10 58428 10 58940 10 59452 10 59965 3 59972 2 60484 2 60988 10 61498 12 62010 12 62522 12 63036 10 63548 10 64060 10 64572 10 65084 10 65596 10 66618 12 67130 12 67642 1 67644 10 68156 10 68668 10 69180 10 69692 10 70205 9 70716 10 71229 9 71746 4 72253 9 72765 9 73277 9 73788 10 74301 9 74813 9 75325 9 75837 9 76345 1 76349 9 76857 1 76861 9 77373 9 77885 9 78397 9 78908 10 79420 10 79932 10 80444 10 80954 12 81465 13 81977 13 82489 13 83003 1 83005 1 83009 5 83514 12 84027 11 84540 10 85051 11 85560 14 86072 14 86584 14 87096 14 87608 14 88120 14 88633 10 88645 1 89144 11 89656 11 90168 11 90680 11 91192 11 91704 11 92216 11 92229 1 92733 6 93765 1
